Note: IMPORTANT!!!   Some rows are more than one row of charaters tall.,,,
"Note: When reading in a CSV file to Excel, the full row height may not show all the text for a given row.",,,
 ,,,
Var: VDIFF_DP,LOW; HIGH,,
Note: LANE_CFG_USB_TCAM = DP4: 4 DP lanes,,,
Note: LANE_CFG_USB_TCAM = DP2: 2 DP lanes,,,
Note: LANE_CFG_USB_TCAM = DP1: 1 DP lanes,,,
Note: LANE_CFG_USB_TCAM = USB2: 2 USB3/4 lanes,,,
Note: LANE_CFG_USB_TCAM = USB1: 1 USB3/4 lane,,,
Note: LANE_CFG_USB_TCAM = USB1DP1: 1 USB3/4  lane + 1 DP Lane,,,
Note: LANE_CFG_USB_TCAM = USB1DP2: 1 USB3/4 lane + 2 DP Lane,,,
Var: LANE_CFG_USB_TCAM,,,
Note: Top level pins,,,
PHY_PIN: phy_mode,(LANE_CFG_USB_TCAM == DP1) || (LANE_CFG_USB_TCAM ==  DP2) || (LANE_CFG_USB_TCAM ==  DP4),PHY,4'b0110
PHY_PIN: phy_mode,(LANE_CFG_USB_TCAM == USB1DP1) || (LANE_CFG_USB_TCAM == USB1DP2),PHY,4'b0101
PHY_PIN: pma_xcvr_data_width,RATE_DP_TCAM == UHBR,PHY,3'b010
PHY_PIN: pma_xcvr_data_width,RATE_DP_TCAM == RHBR,PHY,3'b101
PHY_REG: PHY_PMA_LANE_MAP, (LANE_CFG_USB_TCAM == USB1DP1) || (LANE_CFG_USB_TCAM == USB1DP2),PHY,0x5100
PHY_REG: PHY_PMA_LANE_MAP, (LANE_CFG_USB_TCAM == DP1) || (LANE_CFG_USB_TCAM == DP2) || (LANE_CFG_USB_TCAM == DP4),PHY,0x51D9
PHY_REG: PHY_LANE_OFF_CTL, (LANE_CFG_USB_TCAM == DP1),PHY,0x000E
PHY_REG: PHY_LANE_OFF_CTL, (LANE_CFG_USB_TCAM == DP2),PHY,0x000C
PHY_REG: PHY_PMA_CMN_CTRL_STS, (LANE_CFG_USB_TCAM == USB1DP1) || (LANE_CFG_USB_TCAM == USB1DP2) || (LANE_CFG_USB_TCAM == DP1) || (LANE_CFG_USB_TCAM ==  DP2) || (LANE_CFG_USB_TCAM ==  DP4) ,PHY,0x8000
PHY_REG: PHY_PMA_CMN_CTRL_STS_CLR,(LANE_CFG_USB_TCAM == DP1) || (LANE_CFG_USB_TCAM ==  DP2) || (LANE_CFG_USB_TCAM ==  DP4),PHY,0x0081
Note: Power state controller registers,,,
PMA_REG: TX_PSC_A0,TRUE,DP LANES,RST VAL
PMA_REG: TX_PSC_A2,TRUE,DP LANES,RST VAL
PMA_REG: TX_PSC_A3 ,TRUE,DP LANES,RST VAL
PMA_REG: RX_PSC_A0,TRUE,DP LANES,RST VAL
PMA_REG: RX_PSC_A2,TRUE,DP LANES,RST VAL
PMA_REG: RX_PSC_A3,TRUE,DP LANES,RST VAL
PMA_REG: RX_PSC_CAL,TRUE,DP LANES,RST VAL
Note: Transceiver control and diagnostic registers,,,
PMA_REG: XCVR_DIAG_BIDI_CTRL,TRUE,DP LANES,0x0001
Note: Receiver equalizer engine registers,,,
PMA_REG: RX_REE_GCSM1_CTRL,TRUE,DP LANES,RST VAL
PMA_REG: RX_REE_GCSM2_CTRL,TRUE,DP LANES,RST VAL
PMA_REG: RX_REE_PERGCSM_CTRL,TRUE,DP LANES,RST VAL
Note: Special Display port swing level and emphasis level change instructions.,,,
Note: Display port swing level and emphasis level control is unique compared to other standards supported by this macro.  ,,,
Note: The following instructions must be followed precisely when changing swing level and / or emphasis level.,,,
Note: This sequence results in the minimal time in which the driver output will be in an undetermined state relative to swing and de-emphais.,,,
Note: Write register bit TX_DIAG_ACYA[0] to 1'b1 to freeze the current state of the analog TX driver.,,,
Note: Writer the registers as specified in the settings provided here for the required swing and de-emphasis levels.,,,
Note: Write register bit TX_DIAG_ACYA[0] to 1'b0 to allow the state of the analog TX driver to reflect the new programmed values.,,,
PMA_REG: TX_TXCC_CTRL, DE_DP == 0,DP LANES,RST VAL
PMA_REG: TX_TXCC_CTRL, DE_DP == 1,DP LANES,RST VAL
PMA_REG: TX_TXCC_CTRL, DE_DP == 2,DP LANES,RST VAL
PMA_REG: TX_TXCC_CTRL, DE_DP == 3,DP LANES,RST VAL
PMA_REG: DRV_DIAG_TX_DRV, DE_DP == 0,DP LANES,RST VAL
PMA_REG: DRV_DIAG_TX_DRV, DE_DP == 1,DP LANES,RST VAL
PMA_REG: DRV_DIAG_TX_DRV, DE_DP == 2,DP LANES,RST VAL
PMA_REG: DRV_DIAG_TX_DRV, DE_DP == 3,DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 0) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 0) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 0) && (DE_DP == 2),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 0) && (DE_DP == 3),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 1) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 1) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 1) && (DE_DP == 2),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 2) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 2) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_MGNFS_MULT_000, (SL_DP == 3) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 0) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 0) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 0) && (DE_DP == 2),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 0) && (DE_DP == 3),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 1) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 1) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 1) && (DE_DP == 2),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 2) && (DE_DP == 0),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 2) && (DE_DP == 1),DP LANES,RST VAL
PMA_REG: TX_TXCC_CPOST_MULT_00, (SL_DP == 3) && (DE_DP == 0),DP LANES,RST VAL
 ,,,
 ,,,
Note: Unique analog tuning related registers.,,,
Note: Bandgap / bias,,,
"Note: These register settings are associated with the common module.  Therefore, if a given implementation combines SGMII and QSGMII with any other standard that are enabled at the same time, Cadence should be consulted to evaluate the possibility for more appropriate settings.  (SER-15003)",,,
 ,,,
 ,,,
